FID,Id,Name,zone,sci_name,Specie,spec_code,thai_name,local_name,dbh_cm,height_m,crow_cov_s,3d,date_surve,status,lat,long,detail,attach
311,D11-2_311,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0263669998,99.8909174224999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
312,D11-2_312,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0270410832999,99.8913808979,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
313,D11-2_313,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0268557106,99.8913987238999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
315,D11-2_315,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0269849097999,99.8914878538,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
316,D11-2_316,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0270747874,99.8915116218,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
318,D11-2_318,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0270073792,99.8918324894,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
319,D11-2_319,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0270916395,99.8918562573999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
324,D11-2_324,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0268950321,99.8919750973,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
327,D11-2_327,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0267433634,99.8914284339,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
328,D11-2_328,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0265186688,99.8912561160999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
329,D11-2_329,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0265467557,99.8913868398999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
330,D11-2_330,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0265748425,99.8914997378,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
331,D11-2_331,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0266310162,99.8916185777,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
332,D11-2_332,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0266366335,99.8917611855,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
333,D11-2_333,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0265186688,99.8917730695,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
334,D11-2_334,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0271871343999,99.8912204641,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
345,D11-2_345,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0274005933999,99.8920166911999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
359,D11-2_359,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0265186688,99.8918800253999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
363,D11-2_363,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0273050985999,99.8915888676999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
365,D11-2_365,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0274680015,99.8920998791,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
366,D11-2_366,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0274005933999,99.8922543709,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
367,D11-2_367,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0272601598999,99.8922781388999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
368,D11-2_368,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.027164665,99.8922187189999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,a
369,D11-2_369,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0273500374,99.8923850948,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
370,D11-2_370,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0274848534999,99.8925098767,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,m
371,D11-2_371,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0276084348,99.8926227744999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
372,D11-2_372,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0279342398,99.8929317582,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
374,D11-2_374,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0280802901,99.8928961061999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
380,D11-2_380,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0258726701,99.8902043833,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
383,D11-2_383,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0258052613999,99.8906440907999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
384,D11-2_384,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0255356263,99.890483657,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
386,D11-2_386,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0256985309,99.8907213366999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
387,D11-2_387,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0257097657,99.8908164086,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
390,D11-2_390,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0261142178,99.8910540882999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
391,D11-2_391,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0260861309,99.8912026381999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
400,D11-2_400,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0259456962,99.8905193088999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
401,D11-2_401,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0262040958999,99.890489599,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
404,D11-2_404,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.026400704,99.8912739421,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
405,D11-2_405,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0264231735,99.89135713,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
406,D11-2_406,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0264231735,99.8914403179,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
407,D11-2_407,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0264456429999,99.8915235057999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
408,D11-2_408,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0263445303,99.8915888676999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
409,D11-2_409,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0262602697,99.8915056798,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
410,D11-2_410,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0263052086999,99.891351188,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
411,D11-2_411,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0262097132,99.8913333619999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
412,D11-2_412,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0261872437,99.8912204641,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
413,D11-2_413,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0263052086999,99.8912442320999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
414,D11-2_414,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0260524265,99.8904064111,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
415,D11-2_415,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0260917481999,99.8905846708999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
416,D11-2_416,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0260580439,99.8905014829999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
447,D11-2_447,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.025855818,99.8907748145999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
448,D11-2_448,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0258445832,99.8909233644999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
459,D11-2_459,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0281876931,99.8930399816999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
461,D11-2_461,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0277832461,99.8923839856,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
464,D11-2_464,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0272035369999,99.8917707718999,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
465,D11-2_465,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0271900553999,99.8915497298,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
469,D11-2_469,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0257852137,99.8899781975,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
475,D11-2_475,ต้นไม้,E,Shorea obtusa Wall. ex Blume.,DIPTEROCARPACEAE,D11-2,เต็ง,แงะ (เหนือ),0,0,0, http://files.digitisation.unimelb.edu.au/potree/pointclouds/hakea_macrorrhyncha.html,12/19/62, ,19.0260267614,99.8907922506,ไม้ต้นขนาดเล็กถึงขนาดกลาง สูง 10-25 เมตร ผลัดใบ เรือนยอดเป็นพุ่มกว้าง ลำต้นเปลาตรงหรือคดงอ,
